,id,user,text,date,match,bueno,malo,neutral
111,662,ingrodolfohdez,"Duque se gasta 4.300 millones de pesos a costa de la plata de los estudiantes. Por qué no coger esa plata y saldar la deuda del Icetex de toda la muchachada? Muchas gracias a todos los estudiantes del Censa, que se acercaron a escucharme.
#RodolfoHernandez #RodolfoPresidente https://t.co/rhQuTPzco2",Tue May 03 00:16:58 +0000 2022,"['plata', 'plata']",0.34429967403411865,0.24464425444602966,0.4110561013221741
112,688,ingrodolfohdez,"Gravísimo que Piedad Córdoba, como senadora, esté yendo a ver extraditables. Ella como senadora debería velar por los intereses de los colombianos y estar pendiente de que la plata no se la roben, no la despilfarren.  #AEstaHora #EnVivo en @revistasemana",Fri Apr 29 17:43:27 +0000 2022,['plata'],0.13553161919116974,0.1707024872303009,0.6937659382820129
113,711,ingrodolfohdez,"En Colombia los políticos corruptos acaban con el medio ambiente solo para llenarse los bolsillos de plata 🪵💰😒

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 #medioambiente https://t.co/UJlS5Z3hmJ",Wed Apr 27 20:30:53 +0000 2022,['plata'],0.08738691359758377,0.5610008835792542,0.3516122102737427
114,712,ingrodolfohdez,"No esperemos hasta el 29 de mayo para que el país empiece a cambiar. #ElCambioComienzaHoy con pequeños buenos actos ❤️‍🩹🙌🏻.

Yo rete a @NataliaParis_ @juanpisrules @TatianaUGirardi @petrogustavo @sergio_fajardo @FicoGutierrez @IBetancourtCol 

Cuáles son sus buenos actos? 👀🙌🏻 https://t.co/mX0gWe2FPW",Wed Apr 27 19:20:55 +0000 2022,['petro'],0.655782163143158,0.05547495558857918,0.28874287009239197
115,722,ingrodolfohdez,"#Cinismo es que cada día pretendan meterle más y más presupuesto a los sectores como educación y salud, sabiendo que la solución no es esa sino saberla administrar. Quieren más plata para tener que echarse más en los bolsillos.",Wed Apr 27 11:57:53 +0000 2022,['plata'],0.24869845807552338,0.39568641781806946,0.35561516880989075
116,724,ingrodolfohdez,"En educación, aquí todo lo resuelven poniendo más presupuesto, pero lo que se necesita saber es quiénes son los administradores de ese presupuesto. Se debe tener gente idónea, gente que genere valor, conocimiento y eficiencia de la plata. 🔴 #EnVivo en #CandidatosAlTablero",Wed Apr 27 00:34:28 +0000 2022,['plata'],0.7646400928497314,0.08327540755271912,0.15208449959754944
117,726,ingrodolfohdez,"MI PROPUESTA PARA LA MUCHACHADA ENDEUDADA CON EL ICETEX! 📚

La plata de los lujos que le quitemos a los politiqueros servirá para pagar la deuda que tiene la muchachada con el Icetex.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022
#JuventudesConElInge https://t.co/E7JZlQRI0P",Tue Apr 26 21:55:04 +0000 2022,['plata'],0.7219590544700623,0.07097825407981873,0.2070627212524414
118,728,ingrodolfohdez,#NoSoporto que los medios sigan tratando de convencer a la gente de que las únicas dos opciones son Fico y Petro. 🤷🏼‍♂️ #RodolfoPresidente #RodolfoPresidente,Tue Apr 26 15:16:20 +0000 2022,['Petro'],0.1905258595943451,0.2600838541984558,0.5493902564048767
119,742,ingrodolfohdez,"En Colombia el código de procedimiento penal, cuando son delitos contra la administración pública, es garantista para los ladrones, por eso esos procesos duran años. Yo digo que hay que acabar con la impunidad y para hacerlo hay que modificar el código de procedimiento penal.",Fri Apr 22 20:28:53 +0000 2022,['ladron'],0.2872941195964813,0.3948173224925995,0.3178885877132416
120,744,ingrodolfohdez,"Tenemos que reactivar a los campesinos, entregarles plata para que hayan cierres financieros y puedan competir con el mercado internacional. #AEstaHora en entrevista con el periódico @ElUniversalCtg",Fri Apr 22 20:25:51 +0000 2022,['plata'],0.362281858921051,0.29542508721351624,0.3422930836677551
121,750,ingrodolfohdez,Recoger las chequeras que tienen todos los ladrones en el Estado. Es concentrar el dinero en forma transparente y eficiente para poder meterle plata a este proyecto de ‘Colombia mayor’. #AEstaHora #EnVivo en el #CongresoAsofondosFiap,Fri Apr 22 17:36:31 +0000 2022,"['ladron', 'plata']",0.354794442653656,0.33858445286750793,0.30662113428115845
122,754,ingrodolfohdez,"Si usted inyecta plata en la base, la economía se mueve porque hay consumo, hay demanda, hay transformación, hay logística. #AEstaHora #EnVivo en el #CongresoAsofondosFiap",Fri Apr 22 17:32:23 +0000 2022,['plata'],0.39846882224082947,0.30956435203552246,0.29196688532829285
123,757,ingrodolfohdez,"El problema es que el presidente que gane se apelota, porque llegan allá y hacen totalmente lo contrario a lo que prometieron en campaña. Dicen una cosa y cuando tienen el poder que le dimos nosotros a través del voto, hacen todo completamente diferente.  #CongresoAsofondosFiap",Fri Apr 22 17:29:07 +0000 2022,['campaña'],0.11441563814878464,0.4374648630619049,0.44811952114105225
124,776,ingrodolfohdez,"Petro va a las notarías, Fico va a la Picota y yo voy a la plaza donde está el pueblo. 💛💙 

#RodolfoPresidente #RodolfoHernandez",Wed Apr 20 16:36:40 +0000 2022,['Petro'],0.2861155867576599,0.3013951778411865,0.4124892055988312
125,791,ingrodolfohdez,#UnaTrampaEs hacernos creer que Petro y Fico son las únicas dos opciones #RodolfoPresidente,Mon Apr 18 14:18:42 +0000 2022,['Petro'],0.1851922869682312,0.20475046336650848,0.6100572347640991
126,797,ingrodolfohdez,@AProgresista_ @PactoCol @petrogustavo @FranciaMarquezM @Margaritarosadf @CamiloRomero @sergio_fajardo @NT24co @AntanasMockus Así es,Fri Apr 15 17:01:46 +0000 2022,['petro'],0.5001267194747925,0.0785357877612114,0.4213374853134155
127,799,ingrodolfohdez,"Si gana Petro o Fico esta será de las últimas semanas donde el ayuno será por convicción, los otros serán por escasez. El campo necesita apoyo para volver y alimentarnos de lo que producimos 👩🏻‍🌾🙌🏻

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022",Thu Apr 14 22:05:47 +0000 2022,['Petro'],0.20778074860572815,0.2443751096725464,0.5478440523147583
128,802,ingrodolfohdez,"Con la confusa aclaración de Petro, el ""perdón social"" acaba de entrar a la misma categoría que la ""economía naranja"" de Duque. #RodolfoPresidente",Thu Apr 14 14:17:28 +0000 2022,['Petro'],0.13953641057014465,0.3558657467365265,0.5045978426933289
129,808,ingrodolfohdez,@EleccionesCol22 @FicoGutierrez @petrogustavo @ColombiaHumana_ @PactoCol @soyconservador @partidodelaucol Por mí 👆🏼,Wed Apr 13 17:30:32 +0000 2022,['petro'],0.24207870662212372,0.2203706055879593,0.5375507473945618
130,809,ingrodolfohdez,"#Reflexionemos
 @petrogustavo: El perdón se gana, no se regala.",Wed Apr 13 13:50:34 +0000 2022,['petro'],0.3563730716705322,0.20848603546619415,0.4351409077644348
131,821,ingrodolfohdez,"Con @sergio_fajardo tenemos grandes diferencias, pero no estamos de acuerdo con el ataque que le están haciendo algunos medios cercanos a otras campañas. Así no se construye la democracia.",Sat Apr 09 18:41:23 +0000 2022,['campaña'],0.1909305602312088,0.2251998633146286,0.5838695764541626
132,828,ingrodolfohdez,"El recorte al despilfarro del gobierno permitirá que, con esa plata, paguemos la deuda que tienen los muchachos de los estratos 1 y 2 con el ICETEX.

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022 #ElPaísQuePropone",Fri Apr 08 18:00:34 +0000 2022,['plata'],0.09711920469999313,0.6555565595626831,0.24732427299022675
133,831,ingrodolfohdez,"Es deber del presidente velar por la plata que usted paga y tiene que respetarla para poder generar un impacto en el mejoramiento de vida de los colombianos.  

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022 #ElPaísQuePropone",Fri Apr 08 17:40:15 +0000 2022,['plata'],0.39183545112609863,0.2531099319458008,0.3550545871257782
134,836,ingrodolfohdez,"Ahorita este jueves santo, que se supone que es de rezar, se siguen robando la plata de los colombianos. 🙄

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 17:10:00 +0000 2022,['plata'],0.3027358055114746,0.35727980732917786,0.33998435735702515
135,840,ingrodolfohdez,"Hay que sacar a los ladrones para generar trabajo y bienestar a toda la cadena de gente que trabaja, gana muy poquito y le toca durísimo. 

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 17:07:27 +0000 2022,['ladron'],0.14697282016277313,0.6210134029388428,0.2320137917995453
