,id,user,text,date,descortes,cortes,neutral
67,76,petrogustavo,"Leonardo Párraga, un joven colombiano de 29 años, artista y fundador de la Fundación BogotArt fue reconocido por la ONU por su liderazgo. 
¡Un gran reconocimiento para Leonardo por su defensa a la paz! https://t.co/iJayPfVK4l",2022-09-29 21:50:55+00:00,0.2947789132595062,0.38148248195648193,0.32373854517936707
68,77,petrogustavo,https://t.co/lNmdfFhZGu,2022-09-29 18:48:01+00:00,0.2534961998462677,0.4477613866329193,0.298742413520813
69,78,petrogustavo,"Le informó a la ciudadanía que se han abierto los procesos de licitación para restaurar el hospital San juan de Dios de Bogotá en coordinación con la alcaldía.

La nación comenzará con la restauración del Materno Infantil y la casa Siberia, continuaremos con los pabellones",2022-09-29 13:08:39+00:00,0.3408108651638031,0.3190820813179016,0.3401070833206177
70,79,petrogustavo,El plan de desarrollo debe expresar la visión múltiple de la ciudadanía sobre sus regiones y territorios. Se trata de volver realidad la Democracia.,2022-09-28 23:49:33+00:00,0.3312309682369232,0.33572670817375183,0.33304235339164734
71,80,petrogustavo,"A los marchantes del sur del país, gracias por su apoyo. Que millones participen en los diálogos regionales para que el pueblo haga el Plan de Desarrollo. https://t.co/YjQ2llgO7b",2022-09-28 23:38:38+00:00,0.2197771519422531,0.35746192932128906,0.422760933637619
72,81,petrogustavo,La Mojana recibe ayuda humanitaria. Desde hace más de un año los campesinos no pueden cultivar por las inundaciones y la vertiente del rio Cauca con mercurio sobre su territorio. https://t.co/c7cn3B5gLJ,2022-09-28 13:38:14+00:00,0.29304713010787964,0.37370041012763977,0.333252489566803
73,82,petrogustavo,Avanza la entrega de comida y ayudas a los damnificados del invierno. https://t.co/MfmdSSZBbx,2022-09-28 13:35:28+00:00,0.25265002250671387,0.22534193098545074,0.5220080614089966
74,83,petrogustavo,Le entrego la bandera patria a nuestros 500 deportistas que nos representarán en los juegos suramericanos en Paraguay. La mitad serán mujeres. https://t.co/bG4fWB4BtO,2022-09-27 23:36:24+00:00,0.21469661593437195,0.3027728199958801,0.4825305938720703
75,84,petrogustavo,"¿Por qué Colombia es de los peores paises del mundo en envejecer? 

Porque el viejo no tiene ni pensión ni salud. Por eso haremos una reforma pensional.

https://t.co/NZSepEorb7",2022-09-27 19:19:51+00:00,0.47757038474082947,0.30025649070739746,0.22217312455177307
76,85,petrogustavo,Sin problemas dialogamos. Dialogar es de humanos. Dialogar construye civilizaciones. https://t.co/IVMlUs1upX,2022-09-27 17:31:19+00:00,0.21285070478916168,0.31554344296455383,0.4716058671474457
77,86,petrogustavo,"Este odio racista es irracional, es decir se aleja de todo conociniento racional humano. Pero con él hacen política. Con él condenaron en 1933 a toda la humanidad a un desastre https://t.co/swaYh23Cpd",2022-09-27 14:22:29+00:00,0.8606849908828735,0.09902990609407425,0.0402851402759552
78,87,petrogustavo,"Mi entrevista para el Washington Post sobre una política sobre las drogas más eficaz.
 https://t.co/BzhulOS4dx",2022-09-27 14:01:02+00:00,0.19358792901039124,0.4773274064064026,0.3290846347808838
