,user,text,date
0,petrogustavo,"Urge un cambio en la política antidrogas y en la lucha contra el cambio climático. Nosotros vamos a liderar el cambio, un cambio que requiere voluntades pero también acciones. https://t.co/xBwJPkB1vm",Tue Sep 20 23:33:57 +0000 2022
1,petrogustavo,"M discurso completo ante las Naciones Unidas.

https://t.co/RRhSSzL6P9",Tue Sep 20 16:17:26 +0000 2022
2,petrogustavo,"Mi discurso completo en Queens.

Hasta que punto hacen de la mentira la única política de la que son capaces. La falta de las ideas solo la pueden llenar con la mentira y la manipulacion. Juzguen ustedes.

https://t.co/Xrl0bL9AbQ",Tue Sep 20 03:26:41 +0000 2022
3,petrogustavo,"Como presidente de Colombia rechazo la manipulación que el señor @ernestoyamhure, habitante en los EEUU, ha hecho de este video, cambiando sus tiempos para aparentar estado de embriaguez. La calumnia es un delito.

Aquí el video en su tiempo real: https://t.co/jOdTjRonNq",Tue Sep 20 01:58:18 +0000 2022
4,petrogustavo,Dirijo la cumbre mundial de la transformación de la educación en Naciones Unidas. https://t.co/389fLCDrXW,Mon Sep 19 19:24:50 +0000 2022
5,petrogustavo,Comienza un dialogo. https://t.co/dwDeGulOo2,Sun Sep 18 13:22:03 +0000 2022
6,petrogustavo,"Primer Diálogo Regional Vinculante en Turbaco, Bolívar. https://t.co/m6HGyCK68x",Fri Sep 16 16:07:05 +0000 2022
7,petrogustavo,Este gobierno tiene el compromiso de la protección de la selva amazónica. Hemos recibido tres helicópteros Black Hawk de Estados Unidos y serán utilizados por un cuerpo élite que cuidará del medioambiente y combatirá delitos como la deforestación. https://t.co/Opm3p1oZDF,Fri Sep 16 12:56:05 +0000 2022
8,petrogustavo,La parte de cotización que ingresa a Colpensiones le conferiŕá a su propietario asalariado derecho a la pensión.,Wed Sep 14 06:01:59 +0000 2022
9,petrogustavo,"Esto no es cierto. Las mesadas de adultos mayores hoy sin.pension se pagan del presupuesto nacional, que adquirira una capacidad de hasta 18 billones anuales para este objetivo porque los cotizantes de fondos privados entrarán a Colpensiones hasta un porcentaje de su aporte. https://t.co/DQtNCEHbwH",Wed Sep 14 06:01:58 +0000 2022
10,petrogustavo,"Esta propuesta del centro Democrático coincide con la estructuración que hacemos del precio de la gasolina.

No se toca el ACPM que incide en transporte de carga y pasajeros. buscamos compensar a los moteros a través del SOAT.

https://t.co/oLAJNNNEPM",Tue Sep 13 21:37:13 +0000 2022
11,petrogustavo,Esta situación ya la viví en la alcaldia cuando cambie el modelo del aseo. Tengo la impresión que los mismos protagonistas no quieren una ministra independiente a sus intereses: los que hoy extraen rentas a los usuarios del sector électrico,Tue Sep 13 13:22:51 +0000 2022
12,petrogustavo,"En las ganas de burla, y de destruir una ministra capaz y honesta, que no congenia con la cooptación del ministerio por  intereses particulares, se estan escondiendo verdaderas y grandes informaciones que la ciudadanía tiene derecho de conocer, pues se trata de asuntos públicos",Tue Sep 13 13:22:50 +0000 2022
13,petrogustavo,"Luego, que leía en el Congreso desconociendo la ley quinta y resulta, pero lo ocultaron, que la ministra le explicó al Congreso los elementos para cambiar la fórmula de cobro de las tarifas eléctricas.",Tue Sep 13 13:22:50 +0000 2022
14,petrogustavo,"Primero se burlaron del decreciniento. Resulto que es una teoría académica discutida en todo el orbe y clave en el sector minero enérgético 

Despues del lapsus matemático resultó que la ministra mostraba un hecho fundamental para la estabilidad fiscal. El subsidio a la gasolina",Tue Sep 13 13:22:49 +0000 2022
15,petrogustavo,"Si el programa de gobierno no está en el presupuesto es retórica.

El presupuesto del año entrante lo presentó al Congreso el gobierno pasado.

Así lo estamos cambiando en el Congreso.

Así comienza el cambio https://t.co/rkS6B2KUyC",Tue Sep 13 13:08:41 +0000 2022
16,petrogustavo,La base de toda ciencia es la filosofía. Pero hay quienes creen que es cháchara. Toda política se fundamenta en una filosofía que conoce o desconoce su autor. https://t.co/NRuuSkwF68,Tue Sep 13 13:01:41 +0000 2022
17,petrogustavo,"Si pusieran el video completo verían a una ministra que sabe de la materia. No confunda no saber de los problemas del ministerio con no saber el reglamento del Congreso que prohibe leer.

El hecho de no poner el video completo muestra ánimo de desinformación. https://t.co/FvNEh2cI2C",Tue Sep 13 05:52:23 +0000 2022
18,petrogustavo,"Mientras resolvemos la recuperacion de Monómeros, el gobierno comprará fertilizantes en el exterior y los subsidiará.",Mon Sep 12 13:31:17 +0000 2022
19,petrogustavo,"Por este negociado, hoy importamos fertilizantes con el precio triplicado. La agricultura nacional perdió rentabilidad y los precios de los alimentos se dispararon, incluidos los de producción nacional, en parte por este desfalco. https://t.co/3X28WYnRk8",Mon Sep 12 13:31:17 +0000 2022
20,petrogustavo,Queremos una democracia multicolor profunda. Queremos que el dialogo social en cada territorio sea el camino de la soberanía popular y de la paz.,Sun Sep 11 22:52:18 +0000 2022
21,petrogustavo,"Estas son las regiones donde se convoca al Dialogo Regional Vinculante. Movilización social, dialogo abierto y sin temores. Decisión ciudadana que forja una visión común para cada territorio y se vuelve ley de la República en el Plan Nacional de Desarrollo. https://t.co/BvgekowmTu",Sun Sep 11 22:52:17 +0000 2022
22,petrogustavo,Consejo de ministros en pleno en sesión en la Guajira. https://t.co/HvjOBgdQjT,Sun Sep 11 16:23:03 +0000 2022
23,petrogustavo,El ministerio de minas y la DIAN deben establecer controles efectivos para que la tributación y el pago de regalías que hacen las empresas de extracción de combustibles fósiles se haga sobre las cantidades reales de extracción y exportación a los precios internacionales.,Sun Sep 11 12:44:14 +0000 2022
24,petrogustavo,"El Congreso puede adelantar el debate  sobre la estructura de precios de los combustibles, y su indexación con los precios internacionales del Petroleo, que incluye la compra de petroleo que Ecopetrol hace al interior del país a precio internacional.",Sun Sep 11 12:43:59 +0000 2022
25,petrogustavo,"A los consumidores de gasolina les decimos que retomaremos la senda de crecimiento de precios, y que el objeto no será más que disminuir el déficit irresponsablemente acumulado. No tocaremos los derivados del ACPM.",Sun Sep 11 12:43:48 +0000 2022
26,petrogustavo,"La otra cara de no subir la gasolina y aumentar el déficit del fondo es dejar aumentar el hambre y la pobreza en Colombia.

Le propongo al congreso desligar el cobro de impuestos a la gasolina de la indexación del precio de la gasolina para mitigar el impacto sobre el consumidor",Sun Sep 11 12:43:38 +0000 2022
27,petrogustavo,"La mitad del déficit del presupuesto nacional se debe a un subsidio creciente a los consumidores de gasolina

Es la hora de un debate nacional al respecto

¿Vale la pena subsidiar la gasolina por 40 billones cuando la tasa de mortalidad infantil por desnutrición se duplica?",Sun Sep 11 12:43:34 +0000 2022
28,petrogustavo,"El deficit de estabilización de precios de los combustibles por falta de pago del gobierno anterior es de 10 billones por trimestre. Es decir casi 40 billones anuales. Casi la mitad del déficit del presupuesto nacional.

Se produce al no subir el precio de la gasolina. https://t.co/bN4NTznFIy",Sun Sep 11 12:43:32 +0000 2022
29,petrogustavo,"Ideas progresistas para el siglo XXI. Por aquí es por donde vamos.
 https://t.co/N6112j0Vtt",Sun Sep 11 11:36:36 +0000 2022
30,petrogustavo,"En la Guajiria. Uribia.

Agua, educacion y sol vuelto energía, la base de un nuevo desarrollo donde el propietario y el fin del desarrollo sea la misma comunidad Wayúu. https://t.co/tz1J9T4czp",Sun Sep 11 11:14:09 +0000 2022
31,petrogustavo,Lo que aquí causa rechazo es la política lógica en países donde prima el interés general. https://t.co/aGsgFRhMDY,Sat Sep 10 16:50:03 +0000 2022
32,petrogustavo,Vaya. https://t.co/W5RaqngHCE,Fri Sep 09 17:04:16 +0000 2022
33,petrogustavo,"El próximo 26 de septiembre daremos apertura a la frontera entre Colombia y Venezuela. Como primer paso, se reanudará la conexión aérea y el transporte de carga entre nuestros países. Confirmamos el compromiso del Gobierno por restablecer las relaciones de hermandad.",Fri Sep 09 14:08:09 +0000 2022
34,petrogustavo,De nuevo le pido a los alcaldes tener mapas de riesgo climático y establecer los comités de crisis climática en cada municipio con amplia participación popular.,Fri Sep 09 12:36:49 +0000 2022
35,petrogustavo,Esta es la crisis climática. Padeceremos uno de sus peores episodios hasta ahora conocidos en estos tres meses.  Todo lo que quede de presupuesto debe priorizarse en la atención de víctimas. https://t.co/0orsIDbNup,Fri Sep 09 12:36:49 +0000 2022
36,petrogustavo,"Santa Lucía, Atlántico. Canal del Dique. https://t.co/8kwr7WzBva",Fri Sep 09 00:43:06 +0000 2022
37,petrogustavo,"Me uno a las expresiones de solidaridad por la partida de la Reina Isabel II, símbolo de unión para el pueblo británico.",Thu Sep 08 20:43:35 +0000 2022
38,petrogustavo,"Dos dragas más de mineria ilegal destruidas en Quibdó, Chocó. https://t.co/dJ97iq5Rd7",Thu Sep 08 02:42:21 +0000 2022
39,petrogustavo,"Nuestro compromiso es cambiar la historia de Colombia para que las futuras generaciones, vean un nuevo país.

#30DíasDelCambio https://t.co/iYMDVG3gg4",Wed Sep 07 23:50:12 +0000 2022
40,petrogustavo,"Dos motores prenden la violencia en Buenaventura: la enorme exclusión social y el hecho de ser un puerto donde sale cocaína y vuelve convertida en contrabando casi que legal.

Chontas y Espartanos son bienvenidos a la paz. https://t.co/fTZrysbV03",Tue Sep 06 22:48:09 +0000 2022
41,petrogustavo,"En Buenaventura, hablando de la paz en la región. https://t.co/K1TaQA4dyK",Tue Sep 06 20:57:52 +0000 2022
42,petrogustavo,"¡Un saludo cordial a @BluRadioCo por sus 10 años! Que sean muchos años más de una prensa libre, protegida y comprometida con informar a todos los colombianos y colombianas.",Tue Sep 06 19:52:53 +0000 2022
43,petrogustavo,"Destruidas siete dragas de la minería ilegal en el Bajo Calima, Valle del Cauca. https://t.co/8j1dtesMLs",Tue Sep 06 03:36:58 +0000 2022
44,petrogustavo,"No estoy de acuerdo en que si un pobre deja de tomar gaseosa y se pasa al agua o a la leche o a algo que le otorgue salud, sea más pobre, al contrario, es más rico.

Los invito a mirar el criterio de la regresividad desde el prisma de la vida. https://t.co/Ct9MHSCfcS",Mon Sep 05 14:30:32 +0000 2022
45,petrogustavo,"Pinochet esta vivo en ciertos sectores politicos de América, en todos aquellos que piensan que hay que eliminar físicamente a su rival.

El hombre que acabó con un gobierno haciendo morir a su presidente, que mato, torruró y desapereció miles e hizo una constitución aún vigente https://t.co/snb9JupQcx",Mon Sep 05 14:08:41 +0000 2022
46,petrogustavo,Los incrementos en electricidad se dan fundamentalmente en la costa Atlántica. El ministerio de minas y energía explicará públicamente a la región Caribe por qué razón crecen tan sustancialmente las tarifas del Caribe.,Mon Sep 05 12:49:44 +0000 2022
47,petrogustavo,"¿Puede aumentar el pago por servicio de electricidad cuando los embalses estan llenos y es temporada de muchas lluvias?

Citaré a todas las autoridades del sector energético para que nos expliquen este comportamiento extraño. https://t.co/7bIQCc38pn",Mon Sep 05 12:42:46 +0000 2022
48,petrogustavo,Draga ilegal dinamitada. https://t.co/rZ3npKEL23,Mon Sep 05 01:24:40 +0000 2022
